Dim1	Dim2	Dataset		
X24.115	6.680779646	-9.144978348	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X25.115	5.418156812	15.26746958	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X26.115	2.539120147	-6.628887478	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X27.115	1.290621112	-6.420073334	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X28.115	7.72200794	-11.33391554	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X29.115	5.708746145	8.967070755	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X30.115	-1.418218305	-6.473034683	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X31.115	6.291272829	17.12171191	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X32.115	7.522171686	-10.20804674	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X33.115	2.668905685	-6.575322453	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X34.115	6.148039529	-8.385082547	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X35.115	6.313428114	17.2021982	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X36.115	8.82929487	-16.21453554	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X37.115	-2.13223963	-6.21933395	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X38.115	1.21475322	-6.437758271	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X39.115	5.580163667	15.48423785	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X40.115	3.69280524	-7.427764717	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X41.115	2.35046644	13.95787447	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X42.115	6.35900707	17.09497088	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X43.115	-4.658077528	-6.818692986	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X44.115	2.59211416	-6.755510155	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X45.115	8.462643335	-12.92160398	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X46.115	8.385908792	-12.9989546	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X47.115	1.117698858	13.98920649	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X48.115	3.979041288	-7.494312111	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X49.115	2.633826921	-6.895143811	rna	Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X0.117	4.896235655	-7.828770939	rna	Dividing cell(Mammary-Gland-Virgin)
X1.116	7.977355669	-11.80757028	rna	Dividing cell(Mammary-Gland-Virgin)
X2.116	-0.246850719	15.66021555	rna	Dividing cell(Mammary-Gland-Virgin)
X3.116	7.71169586	-10.65074426	rna	Dividing cell(Mammary-Gland-Virgin)
X4.116	8.37583513	-13.05000002	rna	Dividing cell(Mammary-Gland-Virgin)
X5.116	-1.254487922	-6.207511727	rna	Dividing cell(Mammary-Gland-Virgin)
X6.116	-1.438928892	-6.80273563	rna	Dividing cell(Mammary-Gland-Virgin)
X7.116	0.513280312	-6.484554592	rna	Dividing cell(Mammary-Gland-Virgin)
X8.116	11.15914411	11.60989588	rna	Dividing cell(Mammary-Gland-Virgin)
X9.116	6.304334352	17.0978586	rna	Dividing cell(Mammary-Gland-Virgin)
X10.116	8.068402956	-11.86567289	rna	Dividing cell(Mammary-Gland-Virgin)
X11.116	8.387592981	9.171899971	rna	Dividing cell(Mammary-Gland-Virgin)
X12.116	4.780006597	-7.687583271	rna	Dividing cell(Mammary-Gland-Virgin)
X13.116	4.631056497	14.15163248	rna	Dividing cell(Mammary-Gland-Virgin)
X14.116	0.23359222	-6.312629524	rna	Dividing cell(Mammary-Gland-Virgin)
X15.116	11.07497759	11.51401633	rna	Dividing cell(Mammary-Gland-Virgin)
X16.116	7.427069376	-10.31037313	rna	Dividing cell(Mammary-Gland-Virgin)
X17.116	9.029701898	-12.97913057	rna	Dividing cell(Mammary-Gland-Virgin)
X18.116	4.890961836	-7.432793919	rna	Dividing cell(Mammary-Gland-Virgin)
X19.116	8.009677599	-11.5984419	rna	Dividing cell(Mammary-Gland-Virgin)
X20.116	4.523913572	-7.334863964	rna	Dividing cell(Mammary-Gland-Virgin)
X21.116	8.550851534	-13.68489534	rna	Dividing cell(Mammary-Gland-Virgin)
X22.116	-1.908261349	-6.146617237	rna	Dividing cell(Mammary-Gland-Virgin)
X23.116	0.963641236	-6.370744053	rna	Dividing cell(Mammary-Gland-Virgin)
X24.116	8.775613496	-12.50984079	rna	Dividing cell(Mammary-Gland-Virgin)
X25.116	8.719590852	-15.41406614	rna	Dividing cell(Mammary-Gland-Virgin)
X26.116	6.166455934	16.69910067	rna	Dividing cell(Mammary-Gland-Virgin)
X27.116	6.513228128	8.389076408	rna	Dividing cell(Mammary-Gland-Virgin)
X28.116	-1.894953062	19.32379168	rna	Dividing cell(Mammary-Gland-Virgin)
X29.116	-5.66519623	-7.021324936	rna	Dividing cell(Mammary-Gland-Virgin)
X30.116	-1.347243955	19.45328921	rna	Dividing cell(Mammary-Gland-Virgin)
X31.116	-0.352395286	-6.344425503	rna	Dividing cell(Mammary-Gland-Virgin)
X32.116	1.978340337	13.95721262	rna	Dividing cell(Mammary-Gland-Virgin)
X33.116	6.894518564	-8.778751198	rna	Dividing cell(Mammary-Gland-Virgin)
X34.116	1.889020274	13.87750548	rna	Dividing cell(Mammary-Gland-Virgin)
X35.116	6.484721372	16.99541682	rna	Dividing cell(Mammary-Gland-Virgin)
X36.116	1.770330498	13.90277022	rna	Dividing cell(Mammary-Gland-Virgin)
X37.116	6.530056188	-8.612320725	rna	Dividing cell(Mammary-Gland-Virgin)
X38.116	7.738926122	-10.61105711	rna	Dividing cell(Mammary-Gland-Virgin)
X39.116	2.730534742	-6.509066407	rna	Dividing cell(Mammary-Gland-Virgin)
X40.116	-2.222683718	-6.186547104	rna	Dividing cell(Mammary-Gland-Virgin)
X41.116	4.655986021	-7.479877774	rna	Dividing cell(Mammary-Gland-Virgin)
X42.116	1.01609988	14.20370596	rna	Dividing cell(Mammary-Gland-Virgin)
X43.116	7.643528173	-11.19991094	rna	Dividing cell(Mammary-Gland-Virgin)
X44.116	-3.14518409	-6.606219593	rna	Dividing cell(Mammary-Gland-Virgin)
X45.116	8.706211755	-15.72036916	rna	Dividing cell(Mammary-Gland-Virgin)
X46.116	8.756246278	-12.64579469	rna	Dividing cell(Mammary-Gland-Virgin)
X47.116	3.218196342	-6.878540341	rna	Dividing cell(Mammary-Gland-Virgin)
X48.116	3.361912439	-6.759149376	rna	Dividing cell(Mammary-Gland-Virgin)
X49.116	-1.921667149	-6.412627045	rna	Dividing cell(Mammary-Gland-Virgin)
X0.118	8.889472673	-13.33566362	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X1.117	5.202929685	-7.807756249	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X2.117	1.269032786	14.06509322	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X3.117	2.077552865	13.96926325	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X4.117	8.515724847	-12.06449968	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X5.117	-1.403470685	-6.234887902	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X6.117	-0.756361952	-6.138502423	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X7.117	4.51858587	14.08096331	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X8.117	7.304592798	8.276924309	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X9.117	7.504790971	-10.89199621	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X10.117	1.901555846	-6.477578465	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X11.117	8.004531095	-11.28237516	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X12.117	1.659793089	-6.510877911	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X13.117	-0.514150908	19.69665354	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X14.117	-4.624094775	-7.019694153	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X15.117	8.552985857	-13.82341749	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X16.117	-4.881693175	-6.678206745	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X17.117	7.72304363	-10.96584207	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X18.117	8.387843797	-13.06179411	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X19.117	8.864496896	-12.61605913	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X20.117	2.604255865	-6.622701947	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X21.117	6.576294134	-9.243308846	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X22.117	-1.222884228	-5.886026684	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X23.117	-2.196887543	-6.444639984	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X24.117	7.325044344	-9.191094223	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X25.117	5.976019094	8.727970298	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X26.117	8.74116678	-14.28582746	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X27.117	-0.113375356	19.74273318	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X28.117	1.796283553	-6.610320393	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X29.117	3.188475797	-7.157207314	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X30.117	0.07601885	15.0856964	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X31.117	1.392537067	-6.583089653	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X32.117	-1.036394527	-6.33572704	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X33.117	-1.945647051	-6.393966023	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X34.117	8.821169565	-16.16906149	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X35.117	-4.7894228	-6.470645252	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X36.117	7.764691541	-11.6558941	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X37.117	-3.269591143	-6.502401177	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X38.117	-5.644322207	-6.948399845	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X39.117	8.741082857	-15.91097147	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X40.117	-5.539136698	-6.665274445	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X41.117	6.485430906	-9.113138024	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X42.117	-1.012108257	-6.125637356	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X43.117	8.554128359	-13.46742612	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X44.117	-13.78225451	19.87361735	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X45.117	4.545992563	14.19114416	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X46.117	4.258835504	-7.097883526	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X47.117	1.496582816	-6.474428479	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X48.117	8.868531892	-12.40373022	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X49.117	5.003264616	-7.719559017	rna	T-cells_Ctla4 high(Mammary-Gland-Virgin)
X0.119	8.671295831	-12.7728346	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X1.118	-1.117191841	-6.149088208	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X2.118	-4.536495497	-6.875399891	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X3.118	8.721010873	-12.52750188	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X4.118	-15.86045676	-0.534900669	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X5.118	-0.166015854	17.27840823	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X6.118	2.233306358	-6.549860302	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X7.118	8.909030626	-13.34003049	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X8.118	3.880946586	-6.762111965	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X9.118	2.12311692	13.95005911	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X10.118	5.048079679	-7.552035633	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X11.118	12.28690786	14.00161951	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X12.118	8.73826761	-12.25460607	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X13.118	0.046909461	19.27864664	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X14.118	-4.649710467	-6.809338871	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X15.118	3.393995712	-7.150230709	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X16.118	-2.039977124	-6.429186646	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X17.118	8.693369577	-14.56964571	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X18.118	8.808169077	-16.17040426	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X19.118	6.701283643	-9.236946884	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X20.118	1.263555954	6.745499309	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X21.118	4.815344522	-7.634396378	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X22.118	2.357646415	13.97705382	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X23.118	-0.004325946	18.4741022	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X24.118	-1.041766217	-6.315548245	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X25.118	2.021138022	6.769609627	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X26.118	7.759648512	-11.51987821	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X27.118	-13.64086275	19.95300883	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X28.118	8.020728777	-11.6157654	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X29.118	-0.7155705	-6.1697076	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X30.118	4.962613294	4.644459423	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X31.118	-3.96190243	-6.534097496	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X32.118	-0.830355098	-6.063729111	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X33.118	8.745239923	-15.61988622	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X34.118	2.151820848	-6.658058945	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X35.118	-16.17425184	-2.380972925	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X36.118	-5.914521506	-6.985920254	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X37.118	8.010341356	-11.48488886	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X38.118	11.69391031	12.30726832	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X39.118	2.384768198	5.172431167	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X40.118	-16.33044272	2.939175543	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X41.118	8.891799638	-12.74921686	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X42.118	-4.578311732	-6.688638989	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X43.118	2.728847931	-6.734942738	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X44.118	-2.338172009	-6.479041401	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X45.118	3.931135843	4.571206268	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X46.118	7.766929815	-10.68554956	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X47.118	-16.35503798	2.063525375	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X48.118	0.009679595	15.17384547	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X49.118	-1.756438067	-6.478605095	rna	Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X0.120	3.301827619	14.07506007	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X1.119	-0.819100191	-6.193199459	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X2.119	8.76728029	-15.39303095	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X3.119	5.218691061	5.342194256	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X4.119	-3.979039481	-6.632769409	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X5.119	-0.461893668	-6.237113777	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X6.119	0.61438174	6.663598236	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X7.119	8.67613859	-14.89203149	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X8.119	7.733810136	-11.46056158	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X9.119	-16.15299254	-2.392941419	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X10.119	-0.173500022	15.67793673	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X11.119	-0.339782944	-6.588707749	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X12.119	11.98110361	13.03774088	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X13.119	8.007093141	-10.90920526	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X14.119	3.33795018	-7.095817391	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X15.119	4.88141794	-7.427503411	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X16.119	1.671291301	14.09025877	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X17.119	2.908412645	-6.650966946	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X18.119	5.950701425	16.11675089	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X19.119	7.686232278	-10.92333109	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X20.119	-0.797734787	-6.550172154	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X21.119	12.09280939	13.28609389	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X22.119	7.357838819	8.351015266	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X23.119	0.957876513	14.39288252	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X24.119	5.209486673	5.433050331	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X25.119	-5.415921023	-6.53849775	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X26.119	7.559559534	-10.57947809	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X27.119	-16.27574759	1.108805832	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X28.119	6.122665594	16.5301935	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X29.119	-1.685900619	-6.346408669	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X30.119	2.468584964	-6.651734654	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X31.119	5.012065599	-7.612341706	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X32.119	0.630644063	-6.438902203	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X33.119	8.754282663	-15.69740373	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X34.119	2.714714716	-6.663373772	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X35.119	-0.495776942	-6.366389576	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X36.119	-2.726892283	-6.547770802	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X37.119	-1.071818521	-6.368269745	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X38.119	5.454471777	15.37158793	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X39.119	8.692533205	-14.80311185	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X40.119	0.347407395	14.75563925	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X41.119	7.213440607	-9.134784523	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X42.119	1.382556865	14.13857096	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X43.119	-1.369936874	-6.660035435	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X44.119	-1.736978938	-6.255879227	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X45.119	8.835657785	-15.74358064	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X46.119	-13.52160959	19.50063914	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X47.119	1.47245426	14.12707919	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X48.119	2.722662399	-6.956163231	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X49.119	-3.741120627	-6.588617626	rna	Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X0.121	-13.81614237	19.77331942	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X1.120	-14.23452311	19.60104769	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X2.120	10.86270494	11.30562418	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X3.120	-0.242097428	17.17886752	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X4.120	-13.76414328	19.62602251	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X5.120	-5.051011374	-6.657911602	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X6.120	-0.114424428	-6.471719567	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X7.120	-1.280050924	-6.150712315	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X8.120	4.850870321	-7.740852658	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X9.120	-14.06996565	19.61751574	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X10.120	0.113439093	-6.277251068	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X11.120	6.349195192	17.00714892	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X12.120	-14.32682829	19.63832873	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X13.120	-14.25904398	19.71919077	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X14.120	-13.76661425	20.05108088	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X15.120	8.092343042	-12.64669782	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X16.120	-13.69379454	19.94359988	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X17.120	-13.80746489	19.9352476	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X18.120	0.736588428	14.37674445	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X19.120	-13.49604254	19.58431643	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X20.120	6.430930803	17.16149729	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X21.120	8.32523031	-12.89512807	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X22.120	-13.48568945	19.60543459	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X23.120	-13.61870318	19.61543864	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X24.120	-0.254818907	-6.507061306	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X25.120	-14.19978266	19.46706599	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X26.120	3.469677398	-7.122641865	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X27.120	-14.1923831	19.57776469	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X28.120	-13.91687708	19.95306605	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X29.120	1.550842354	-6.556066815	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X30.120	-14.29442148	19.52045458	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X31.120	4.730194757	-7.669064347	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X32.120	-13.87394934	19.91169566	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X33.120	-13.46509485	19.74355906	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X34.120	-14.27305346	19.70464724	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X35.120	1.650859783	-6.612865273	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X36.120	-13.88306551	19.87535113	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X37.120	-13.88069372	19.906645	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X38.120	-13.75747137	19.55184382	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X39.120	8.118892381	-11.34360487	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X40.120	7.780494402	-11.21230299	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X41.120	3.380075405	-7.279139344	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X42.120	-13.61586504	19.76637858	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X43.120	6.117837141	16.52101534	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X44.120	10.58855409	11.05757826	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X45.120	0.994288454	6.686985191	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X46.120	-0.022666936	17.57339877	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X47.120	-14.1049798	19.47178095	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X48.120	-5.093241503	-7.22703487	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X49.120	-1.534662297	-6.420223061	rna	Luminal cell_Krt19 high (Mammary-Gland-Virgin)
X0.122	6.618127058	-9.271508042	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X1.121	4.841811845	-7.670636002	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X2.121	-1.435315063	-6.166804138	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X3.121	2.470647285	-6.788082424	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X4.121	-5.009212305	-6.454787079	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X5.121	-5.690536311	-6.793276135	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X6.121	-0.280828258	16.1346094	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X7.121	7.859993169	-11.4651745	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X8.121	7.683478067	-10.96323568	rna	Macrophage_Lyz1 high(Mammary-Gland-Virgin)
