a,TSNE_1,TSNE_2,X,      ,,,,,,,
4600,X10.65,1.02518333,-6.07961453,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4601,X44.65,0.823801693,-6.322034727,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4602,X32.67,1.035924804,-6.341323353,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4603,X5.69,1.072270285,-6.260624204,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4604,X39.151,-4.285909631,-3.427251525,Stromal cell_Dcn high(Fetal_Stomache)   ,,,,,,,
4605,X5.62,-3.619531821,-3.82034332,Stroma cell (Ovary)   ,,,,,,,
4606,X30.156,-3.479655168,-3.832440826,Stromal cell_Ptn high(Fetal_Lung)   ,,,,,,,
4607,X26.164,-4.121064772,-3.620628571,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   ,,,,,,,
4608,X9.166,-4.08540095,-3.709417006,Stromal cell_Adamdec1 high(Fetal_Intestine)   ,,,,,,,
4609,X7.62,1.504363511,-5.588326271,Stroma cell (Ovary)   ,,,,,,,
4610,X29.66,1.472281943,-5.73460248,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4611,X19.70,1.437988561,-5.348184109,Small luteal cell(Ovary)   ,,,,,,,
4612,X28.70,1.655573949,-5.584681869,Small luteal cell(Ovary)   ,,,,,,,
4613,X12.71,1.481058102,-5.356518906,Large luteal cell(Ovary)   ,,,,,,,
4614,X19.62,-0.083928357,-6.009287069,Stroma cell (Ovary)   ,,,,,,,
4615,X8.62,0.137647788,-5.978832583,Stroma cell (Ovary)   ,,,,,,,
4616,X36.62,0.597562435,-6.092349612,Stroma cell (Ovary)   ,,,,,,,
4617,X43.62,0.55383881,-6.020477542,Stroma cell (Ovary)   ,,,,,,,
4618,X27.62,0.349772192,-6.588066347,Stroma cell (Ovary)   ,,,,,,,
4619,X9.62,0.353764145,-6.527349469,Stroma cell (Ovary)   ,,,,,,,
4620,X39.62,0.593776108,-6.441487133,Stroma cell (Ovary)   ,,,,,,,
4621,X38.64,0.063068878,-6.271047292,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4622,X22.67,0.46195502,-6.672872442,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4623,X31.67,0.413555319,-6.549160812,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4624,X28.62,-3.25448879,-4.180349405,Stroma cell (Ovary)   ,,,,,,,
4625,X20.156,-3.533049532,-4.105753186,Stromal cell_Ptn high(Fetal_Lung)   ,,,,,,,
4626,X23.167,-3.157885937,-4.532935521,Enteric muscle cell(Fetal_Intestine)   ,,,,,,,
4627,X14.90,0.480230159,3.517971131,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4628,X11.62,0.257472736,3.641536005,Stroma cell (Ovary)   ,,,,,,,
4629,X22.90,0.298628299,3.596246283,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4630,X25.90,0.25257543,3.624548437,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4631,X27.90,0.202157394,3.711866176,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4632,X44.90,0.270396295,3.639172622,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4633,X46.90,0.11797966,4.273190314,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4634,X22.62,0.252132577,4.465878539,Stroma cell (Ovary)   ,,,,,,,
4635,X14.62,0.300114565,4.564151726,Stroma cell (Ovary)   ,,,,,,,
4636,X15.62,0.210278019,4.559958,Stroma cell (Ovary)   ,,,,,,,
4637,X23.62,-0.127366812,-6.075148467,Stroma cell (Ovary)   ,,,,,,,
4638,X16.62,-0.29972486,-5.965339957,Stroma cell (Ovary)   ,,,,,,,
4639,X44.62,-0.401091814,-5.889768602,Stroma cell (Ovary)   ,,,,,,,
4640,X18.62,0.222587747,-6.323738032,Stroma cell (Ovary)   ,,,,,,,
4641,X22.69,0.768129413,-6.17876702,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4642,X2.90,0.311373978,3.566310723,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4643,X11.90,0.784631229,3.284430915,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4644,X45.90,0.199214881,3.857995016,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4645,X1.64,0.828637851,-6.495778287,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4646,X31.66,1.111714496,-6.1336257,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4647,X25.62,-0.460588699,-5.850142571,Stroma cell (Ovary)   ,,,,,,,
4648,X12.65,0.978790049,-5.905575875,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4649,X42.64,0.425728814,-6.670610497,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4650,X11.67,0.418843083,-6.7164542,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4651,X43.67,0.530047332,-6.701306411,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4652,X45.67,0.448648396,-6.717392291,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4653,X6.164,-3.559820846,-3.873385035,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   ,,,,,,,
4654,X16.170,-3.359009652,-3.952572391,Enterocyte progenitor(Fetal_Intestine)    ,,,,,,,
4655,X29.62,-0.362361403,-5.968957334,Stroma cell (Ovary)   ,,,,,,,
4656,X30.62,-0.018138368,-5.97388782,Stroma cell (Ovary)   ,,,,,,,
4657,X49.159,-3.162399994,-4.531651013,Smooth muscle cell(Fetal_Lung)   ,,,,,,,
4658,X6.170,-3.33760885,-4.435999137,Enterocyte progenitor(Fetal_Intestine)    ,,,,,,,
4659,X41.171,-3.034688739,-4.640758281,Stromal cell_Stmn2 high (Fetal_Intestine)  ,,,,,,,
4660,X31.65,0.877251575,-6.031802668,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4661,X38.62,-0.19721887,1.963146202,Stroma cell (Ovary)   ,,,,,,,
4662,X12.90,0.050682462,3.552986185,Muscle cell_Myl9 high(Neonatal-Muscle)   ,,,,,,,
4663,X35.159,-2.305367492,-4.865612044,Smooth muscle cell(Fetal_Lung)   ,,,,,,,
4664,X9.64,0.595352146,-6.666953777,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4665,X20.65,0.885987238,-6.526514028,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4666,X12.67,0.634504158,-6.651605609,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4667,X26.65,1.043918314,-5.967841531,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4668,X42.88,-3.023075208,-3.81324659,Mesenchymal cell(Neonatal-Muscle)    ,,,,,,,
4669,X45.62,1.170916482,-5.93854535,Stroma cell (Ovary)   ,,,,,,,
4670,X38.65,1.458687293,-5.845512269,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4671,X46.65,1.16727711,-6.049273617,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4672,X14.63,1.750773838,-5.626080562,luteal cells(Ovary)    ,,,,,,,
4673,X0.64,1.786596849,-5.390915861,luteal cells(Ovary)    ,,,,,,,
4674,X19.63,1.732806053,-5.65082452,luteal cells(Ovary)    ,,,,,,,
4675,X35.72,1.736010094,-5.370544724,Thecal cell(Ovary)    ,,,,,,,
4676,X1.63,1.6734641,-5.695249352,luteal cells(Ovary)    ,,,,,,,
4677,X3.66,1.653947811,-5.721660414,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4678,X30.66,1.668179281,-5.678049353,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4679,X15.70,1.6931903,-5.668907501,Small luteal cell(Ovary)   ,,,,,,,
4680,X2.63,1.713715505,-5.557627924,luteal cells(Ovary)    ,,,,,,,
4681,X3.63,1.768152848,-5.501375731,luteal cells(Ovary)    ,,,,,,,
4682,X9.71,1.587282433,-5.307312445,Large luteal cell(Ovary)   ,,,,,,,
4683,X4.63,1.734693141,-5.592389405,luteal cells(Ovary)    ,,,,,,,
4684,X5.63,1.691396413,-5.685982976,luteal cells(Ovary)    ,,,,,,,
4685,X6.63,1.70098655,-5.707526477,luteal cells(Ovary)    ,,,,,,,
4686,X7.63,1.76295965,-5.623963087,luteal cells(Ovary)    ,,,,,,,
4687,X8.63,1.747356734,-5.608868356,luteal cells(Ovary)    ,,,,,,,
4688,X9.63,1.697162015,-5.66183696,luteal cells(Ovary)    ,,,,,,,
4689,X10.63,1.775605208,-5.786341517,luteal cells(Ovary)    ,,,,,,,
4690,X11.63,1.71949705,-5.612672779,luteal cells(Ovary)    ,,,,,,,
4691,X12.63,1.71832414,-5.57213777,luteal cells(Ovary)    ,,,,,,,
4692,X13.63,1.679129817,-5.450402137,luteal cells(Ovary)    ,,,,,,,
4693,X15.63,1.775087199,-5.711869068,luteal cells(Ovary)    ,,,,,,,
4694,X17.63,1.729953859,-5.62189051,luteal cells(Ovary)    ,,,,,,,
4695,X18.63,1.749553496,-5.575372061,luteal cells(Ovary)    ,,,,,,,
4696,X20.63,1.720252529,-5.660526432,luteal cells(Ovary)    ,,,,,,,
4697,X46.66,1.523124663,-5.897734458,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4698,X22.63,1.733001484,-5.67239371,luteal cells(Ovary)    ,,,,,,,
4699,X24.63,1.717433006,-5.66359926,luteal cells(Ovary)    ,,,,,,,
4700,X25.63,1.636484298,-5.730841427,luteal cells(Ovary)    ,,,,,,,
4701,X41.66,1.29042368,-6.213279066,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4702,X26.63,1.69531437,-5.661538226,luteal cells(Ovary)    ,,,,,,,
4703,X27.63,1.728819112,-5.635621252,luteal cells(Ovary)    ,,,,,,,
4704,X28.63,1.722327463,-5.592824594,luteal cells(Ovary)    ,,,,,,,
4705,X29.63,1.649282844,-5.72172073,luteal cells(Ovary)    ,,,,,,,
4706,X31.63,1.7229615,-5.602819214,luteal cells(Ovary)    ,,,,,,,
4707,X33.63,1.734504631,-5.666618374,luteal cells(Ovary)    ,,,,,,,
4708,X34.63,1.673002624,-5.677567122,luteal cells(Ovary)    ,,,,,,,
4709,X35.63,1.580601068,-5.663727193,luteal cells(Ovary)    ,,,,,,,
4710,X36.63,1.770000306,-5.664132166,luteal cells(Ovary)    ,,,,,,,
4711,X37.63,1.728568881,-5.506651584,luteal cells(Ovary)    ,,,,,,,
4712,X38.63,1.744234617,-5.668853894,luteal cells(Ovary)    ,,,,,,,
4713,X39.63,1.698219224,-5.696280673,luteal cells(Ovary)    ,,,,,,,
4714,X40.63,1.745477213,-5.660597435,luteal cells(Ovary)    ,,,,,,,
4715,X41.63,1.645835467,-5.742034898,luteal cells(Ovary)    ,,,,,,,
4716,X42.63,1.677495656,-5.725770508,luteal cells(Ovary)    ,,,,,,,
4717,X43.63,1.711495682,-5.669401872,luteal cells(Ovary)    ,,,,,,,
4718,X44.63,1.827612031,-5.379168869,luteal cells(Ovary)    ,,,,,,,
4719,X13.72,1.78594965,-5.41125348,Thecal cell(Ovary)    ,,,,,,,
4720,X45.63,1.735033639,-5.580019413,luteal cells(Ovary)    ,,,,,,,
4721,X46.63,1.86735231,-5.560146651,luteal cells(Ovary)    ,,,,,,,
4722,X47.63,1.710781124,-5.652263277,luteal cells(Ovary)    ,,,,,,,
4723,X48.63,1.576455329,-5.790096437,luteal cells(Ovary)    ,,,,,,,
4724,X15.66,1.444975868,-5.959018363,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4725,X49.63,1.743835524,-5.616394428,luteal cells(Ovary)    ,,,,,,,
4726,X8.64,0.93311149,-6.547305119,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4727,X0.65,0.873694754,-6.625634638,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4728,X12.64,0.858341828,-6.633186635,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4729,X25.64,0.849004058,-6.639270548,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4730,X43.66,0.935089795,-6.598958034,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4731,X40.67,0.813601608,-6.627835629,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4732,X19.64,0.867441144,-6.565078587,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4733,X29.64,1.031363326,-6.454901637,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4734,X0.68,0.843391537,-6.626441246,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4735,X13.64,0.514736066,-6.733771079,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4736,X2.64,0.411997965,-6.725897302,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4737,X9.67,0.422601517,-6.684842547,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4738,X42.67,0.39861728,-6.749172237,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4739,X6.64,1.273962897,-6.223714149,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4740,X3.64,1.142146209,-6.39028754,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4741,X23.66,1.079779195,-6.455993245,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4742,X25.67,1.222086479,-6.285270689,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4743,X5.64,0.496544624,-6.718502341,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4744,X4.64,0.639821975,-6.700585019,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4745,X11.64,0.588302132,-6.688662845,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4746,X43.64,0.764372146,-6.674766651,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4747,X26.67,0.775105543,-6.660095536,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4748,X36.67,0.719542301,-6.725817513,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4749,X37.66,1.26090752,-6.271558539,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4750,X17.66,1.204227896,-6.067372953,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4751,X7.64,1.270866445,-6.053036601,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4752,X24.66,1.192239264,-6.105757228,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4753,X25.66,1.267845327,-6.079137953,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4754,X34.66,1.337215123,-6.042864093,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4755,X34.64,0.940102986,-6.603806911,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4756,X47.64,0.682503541,-6.689978106,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4757,X1.69,0.799953611,-6.582041657,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4758,X10.64,0.433337906,-6.734489869,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4759,X19.65,0.579667713,-6.671919308,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4760,X24.64,0.826827196,-6.66988384,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4761,X35.64,0.679676078,-6.693805173,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4762,X14.64,1.222561288,-6.300425308,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4763,X21.66,1.234150205,-6.206412417,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4764,X21.65,1.261847813,-6.26438223,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4765,X15.64,1.133593103,-6.431205469,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4766,X14.66,1.002710867,-6.543176694,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4767,X10.69,1.194659293,-6.322602043,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4768,X26.66,1.088046373,-6.459405019,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4769,X36.66,0.998399719,-6.4477536,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4770,X17.64,0.383390514,-6.73325265,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4771,X18.64,0.736112871,-6.673281525,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4772,X12.66,1.101276421,-6.390839154,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4773,X23.67,0.778017459,-6.64671633,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4774,X39.64,0.948340629,-6.672470992,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4775,X20.64,0.760637288,-6.748615226,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4776,X38.66,0.805068414,-6.657457682,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4777,X28.67,0.810792484,-6.677433791,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4778,X21.64,0.712548488,-6.664934487,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4779,X22.64,0.83277001,-6.630554012,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4780,X41.64,0.923936116,-6.578202959,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4781,X23.64,0.912185708,-6.61598799,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4782,X30.69,0.957559966,-6.591365078,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4783,X10.66,1.105465597,-6.395864879,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4784,X26.64,1.146257457,-6.35954389,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4785,X27.64,0.293826454,-6.496180417,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4786,X28.64,1.153991293,-6.383016656,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4787,X30.64,0.898991102,-6.595734217,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4788,X31.64,0.757653002,-6.699726354,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4789,X48.67,0.906400938,-6.624015081,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4790,X32.64,0.768928741,-6.684243976,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4791,X33.64,1.266098136,-6.204027897,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4792,X30.65,1.348006293,-6.009796686,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4793,X8.66,1.325262225,-6.128987087,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4794,X0.67,1.289495115,-6.050702163,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4795,X36.64,1.188932656,-6.20646642,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4796,X11.66,1.245438004,-6.161997693,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4797,X22.66,1.212800085,-6.317300869,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4798,X37.64,1.074180207,-6.476758779,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4799,X27.67,0.884444271,-6.646567848,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4800,X40.64,1.215157611,-6.167199092,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4801,X44.64,0.81059817,-6.650722397,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4802,X45.64,0.688599295,-6.684507552,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4803,X46.64,0.894725265,-6.511930034,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4804,X35.66,1.087763396,-6.296158312,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4805,X48.64,0.922034048,-6.601501293,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4806,X49.64,1.084941358,-6.419972529,Cumulus cell_Ube2c high(Ovary)   ,,,,,,,
4807,X0.66,1.298248748,-5.832641159,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4808,X1.66,1.294317817,-6.032403897,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4809,X11.65,0.972853755,-6.333651532,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4810,X1.65,0.936784918,-6.537940215,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4811,X24.69,0.993806474,-6.534897315,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4812,X33.69,0.981540737,-6.583689002,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4813,X42.69,0.892349179,-6.619779931,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4814,X2.65,0.907459251,-6.538751616,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4815,X3.69,0.976809273,-6.491027508,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4816,X3.65,0.832343879,-6.445123853,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4817,X4.69,0.883861582,-6.276716572,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4818,X49.69,0.964960325,-6.511491762,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4819,X14.65,0.797178867,-6.373483838,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4820,X4.65,0.877310705,-6.40317358,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4821,X35.65,0.933723225,-6.394401649,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4822,X44.67,0.768734669,-6.655392773,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4823,X5.65,1.084028013,-6.366065804,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4824,X33.66,1.181392197,-6.259431752,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4825,X44.66,1.070153628,-6.367233892,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4826,X47.67,1.037495016,-6.397974794,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4827,X6.65,0.802410007,-6.604946608,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4828,X16.66,1.222530605,-6.013331538,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4829,X7.65,1.069211014,-6.148345023,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4830,X18.69,1.088208435,-6.103511673,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4831,X8.65,0.958861702,-6.077304122,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4832,X37.65,1.033717126,-6.005542928,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4833,X6.69,1.143051275,-6.223939879,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4834,X9.65,0.538233183,-6.708653138,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4835,X22.65,0.668359671,-6.663731533,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4836,X34.65,1.049708127,-6.204523611,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4837,X49.66,1.168995659,-6.158641112,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4838,X37.67,0.983447385,-6.534937973,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4839,X27.65,1.114048296,-5.845014724,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4840,X29.65,0.984311381,-6.215204631,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4841,X48.65,1.119528715,-5.737261657,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4842,X13.65,1.003052274,-5.854990894,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4843,X23.65,1.064401265,-5.813889561,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4844,X32.69,1.073060866,-5.827318277,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4845,X17.65,1.080137202,-6.453453667,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4846,X35.67,1.024476441,-6.385216214,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4847,X15.65,1.019568279,-6.253833795,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4848,X27.66,1.120224237,-6.29608638,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4849,X16.65,0.745207196,-6.716203047,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4850,X4.67,0.836682799,-6.658069162,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4851,X24.67,0.927708662,-6.583464937,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4852,X18.65,1.13504255,-6.377959603,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4853,X21.67,0.927952457,-6.585835676,Cumulus cell_Car14 high(Ovary)   ,,,,,,,
4854,X7.66,1.224319353,-6.251517447,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4855,X25.65,1.191384278,-5.623414807,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4856,X42.65,1.258401895,-5.599990837,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4857,X49.65,1.156880746,-5.675100858,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4858,X32.71,1.202688543,-5.653709443,Large luteal cell(Ovary)   ,,,,,,,
4859,X24.65,1.144483085,-6.158933549,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4860,X40.69,1.35897253,-5.977743597,Granulosa cell_Kctd14 high(Ovary)   ,,,,,,,
4861,X13.71,1.361880895,-5.429500651,Large luteal cell(Ovary)   ,,,,,,,
4862,X28.65,1.177918813,-6.325559735,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4863,X41.65,0.982005729,-6.310850567,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4864,X28.66,1.351247559,-6.085385254,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4865,X43.65,0.977891234,-6.005683122,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4866,X32.65,1.212128054,-6.109658981,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4867,X19.66,1.498614651,-5.870902329,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4868,X33.65,0.944667954,-5.941752528,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4869,X36.65,1.138962474,-5.692290433,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4870,X39.65,0.7296921,-6.664227764,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4871,X2.66,1.348213263,-6.221305387,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4872,X40.65,1.316763597,-6.268538388,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4873,X40.66,1.490052286,-5.807377198,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4874,X15.71,1.314132962,-5.633122336,Large luteal cell(Ovary)   ,,,,,,,
4875,X47.72,1.541378069,-5.426282903,Thecal cell(Ovary)    ,,,,,,,
4876,X45.65,1.280410023,-6.154202462,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4877,X39.66,1.284125784,-6.146990757,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4878,X47.65,1.09843047,-6.28287125,Cumulus cell_Nupr1 high(Ovary)   ,,,,,,,
4879,X18.66,1.37902754,-6.079555442,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4880,X48.66,1.362048855,-6.111398309,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4881,X4.66,0.853969745,-6.646825925,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4882,X5.66,1.288957884,-6.070534836,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4883,X6.66,1.242182346,-6.229901893,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
4884,X9.66,1.105985894,-6.398798177,Granulosa cell_Inhba high(Ovary)   ,,,,,,,
