	Dim1	Dim2	Dataset
X34.102	-6.078521224	-5.463727754	Proerythrocytes(Bone_Marrow_Mesenchyme)
X35.102	-4.11354539	-4.313957018	Proerythrocytes(Bone_Marrow_Mesenchyme)
X36.102	-6.596148463	-5.00132541	Proerythrocytes(Bone_Marrow_Mesenchyme)
X37.102	-5.779384585	-4.540142339	Proerythrocytes(Bone_Marrow_Mesenchyme)
X38.102	-5.639394255	-4.049593013	Proerythrocytes(Bone_Marrow_Mesenchyme)
X39.102	-6.799402686	-4.704506677	Proerythrocytes(Bone_Marrow_Mesenchyme)
X40.102	-6.734873267	-4.875076097	Proerythrocytes(Bone_Marrow_Mesenchyme)
X41.102	-7.129858466	-4.632668298	Proerythrocytes(Bone_Marrow_Mesenchyme)
X42.102	-6.403155299	-4.458930772	Proerythrocytes(Bone_Marrow_Mesenchyme)
X43.102	-7.434116335	-3.011034769	Proerythrocytes(Bone_Marrow_Mesenchyme)
X44.102	-6.553290339	-5.037523073	Proerythrocytes(Bone_Marrow_Mesenchyme)
X45.102	-6.489187689	-4.749792379	Proerythrocytes(Bone_Marrow_Mesenchyme)
X46.102	-6.131024809	-5.269509119	Proerythrocytes(Bone_Marrow_Mesenchyme)
X47.102	-6.909244986	-4.669701379	Proerythrocytes(Bone_Marrow_Mesenchyme)
X48.102	-6.161845179	-3.518919271	Proerythrocytes(Bone_Marrow_Mesenchyme)
X49.102	-6.922405692	-4.875107568	Proerythrocytes(Bone_Marrow_Mesenchyme)
X0.104	-4.361751528	-4.55991773	Erythroblast(Bone_Marrow_Mesenchyme)
X1.103	-7.014481516	-4.626602453	Erythroblast(Bone_Marrow_Mesenchyme)
X2.103	-5.232420416	-4.614543718	Erythroblast(Bone_Marrow_Mesenchyme)
X3.103	-6.095737906	-4.33261041	Erythroblast(Bone_Marrow_Mesenchyme)
X4.103	-6.24119279	-3.656888527	Erythroblast(Bone_Marrow_Mesenchyme)
X5.103	-4.84177825	-4.69344787	Erythroblast(Bone_Marrow_Mesenchyme)
X6.103	-5.905556174	-5.542663377	Erythroblast(Bone_Marrow_Mesenchyme)
X7.103	-5.084874125	-4.618375105	Erythroblast(Bone_Marrow_Mesenchyme)
X8.103	-5.754570933	-4.685475153	Erythroblast(Bone_Marrow_Mesenchyme)
X9.103	-5.691491099	-4.46517877	Erythroblast(Bone_Marrow_Mesenchyme)
X10.103	-5.189662905	-4.555771154	Erythroblast(Bone_Marrow_Mesenchyme)
X11.103	-4.9506211	-5.09330253	Erythroblast(Bone_Marrow_Mesenchyme)
X12.103	-5.125827284	-4.816105646	Erythroblast(Bone_Marrow_Mesenchyme)
X13.103	-5.035108061	-4.710381311	Erythroblast(Bone_Marrow_Mesenchyme)
X14.103	-5.827195139	-5.904898447	Erythroblast(Bone_Marrow_Mesenchyme)
X15.103	-5.110611411	-4.538739484	Erythroblast(Bone_Marrow_Mesenchyme)
X16.103	-5.905282469	-4.752892297	Erythroblast(Bone_Marrow_Mesenchyme)
X17.103	-5.411765547	-4.334925932	Erythroblast(Bone_Marrow_Mesenchyme)
X18.103	-5.787589045	-4.559076589	Erythroblast(Bone_Marrow_Mesenchyme)
X19.103	-5.344795199	-6.178053659	Erythroblast(Bone_Marrow_Mesenchyme)
X20.103	-4.845052691	-4.905164522	Erythroblast(Bone_Marrow_Mesenchyme)
X21.103	-6.276845427	-3.969257396	Erythroblast(Bone_Marrow_Mesenchyme)
X22.103	-6.027163477	-4.348472875	Erythroblast(Bone_Marrow_Mesenchyme)
X23.103	-5.304040881	-4.390162748	Erythroblast(Bone_Marrow_Mesenchyme)
X24.103	-5.016438456	-4.791783613	Erythroblast(Bone_Marrow_Mesenchyme)
X25.103	-5.566129656	-4.809296888	Erythroblast(Bone_Marrow_Mesenchyme)
X26.103	-5.472084971	-5.194028658	Erythroblast(Bone_Marrow_Mesenchyme)
X27.103	-4.974822016	-4.758917135	Erythroblast(Bone_Marrow_Mesenchyme)
X28.103	-6.203411551	-5.130270761	Erythroblast(Bone_Marrow_Mesenchyme)
X29.103	-2.65258977	-3.503709596	Erythroblast(Bone_Marrow_Mesenchyme)
X30.103	-4.785029383	-4.510406297	Erythroblast(Bone_Marrow_Mesenchyme)
X31.103	-5.039020033	-4.627371591	Erythroblast(Bone_Marrow_Mesenchyme)
X32.103	-4.479821177	-4.374680322	Erythroblast(Bone_Marrow_Mesenchyme)
X33.103	-5.962781401	-5.191708368	Erythroblast(Bone_Marrow_Mesenchyme)
X34.103	-5.607842894	-4.064524454	Erythroblast(Bone_Marrow_Mesenchyme)
X35.103	-4.969420405	-5.003812593	Erythroblast(Bone_Marrow_Mesenchyme)
X36.103	-5.724540205	-4.143058342	Erythroblast(Bone_Marrow_Mesenchyme)
X37.103	-5.034925433	-4.610787672	Erythroblast(Bone_Marrow_Mesenchyme)
X38.103	-4.785438033	-4.931987566	Erythroblast(Bone_Marrow_Mesenchyme)
X39.103	-5.484112711	-4.94441871	Erythroblast(Bone_Marrow_Mesenchyme)
X40.103	-3.333355399	-3.846036476	Erythroblast(Bone_Marrow_Mesenchyme)
X41.103	-4.881431075	-5.022630018	Erythroblast(Bone_Marrow_Mesenchyme)
X42.103	-6.258530112	-4.527124208	Erythroblast(Bone_Marrow_Mesenchyme)
X43.103	-5.499541731	-4.923923772	Erythroblast(Bone_Marrow_Mesenchyme)
X44.103	-3.1528506	-3.756267351	Erythroblast(Bone_Marrow_Mesenchyme)
X45.103	-5.001450034	-4.946604532	Erythroblast(Bone_Marrow_Mesenchyme)
X46.103	-5.867037268	-4.115075153	Erythroblast(Bone_Marrow_Mesenchyme)
X47.103	-4.878933402	-4.937170309	Erythroblast(Bone_Marrow_Mesenchyme)
X48.103	-5.398271056	-4.877384466	Erythroblast(Bone_Marrow_Mesenchyme)
X49.103	-3.811049195	-4.168960136	Erythroblast(Bone_Marrow_Mesenchyme)
X0.105	-6.649707766	-5.211983007	Erythrocytes(Bone_Marrow_Mesenchyme)
X1.104	-5.700607272	-5.427486223	Erythrocytes(Bone_Marrow_Mesenchyme)
X2.104	-6.277931185	-3.702599567	Erythrocytes(Bone_Marrow_Mesenchyme)
X3.104	-5.920735331	-4.352788728	Erythrocytes(Bone_Marrow_Mesenchyme)
X4.104	-5.56799552	-4.616512579	Erythrocytes(Bone_Marrow_Mesenchyme)
X5.104	-6.267024966	-3.352038663	Erythrocytes(Bone_Marrow_Mesenchyme)
X6.104	-5.631658526	-5.209201139	Erythrocytes(Bone_Marrow_Mesenchyme)
X7.104	-6.137321921	-3.975174469	Erythrocytes(Bone_Marrow_Mesenchyme)
X8.104	-6.062582942	-5.10473327	Erythrocytes(Bone_Marrow_Mesenchyme)
X9.104	-6.399013491	-3.679886144	Erythrocytes(Bone_Marrow_Mesenchyme)
X10.104	-6.091665717	-4.160404008	Erythrocytes(Bone_Marrow_Mesenchyme)
X11.104	-6.296966048	-4.076484722	Erythrocytes(Bone_Marrow_Mesenchyme)
X12.104	-6.537683459	-3.067755025	Erythrocytes(Bone_Marrow_Mesenchyme)
X13.104	-6.242868872	-3.700993341	Erythrocytes(Bone_Marrow_Mesenchyme)
X14.104	-7.012582274	-4.519315046	Erythrocytes(Bone_Marrow_Mesenchyme)
X15.104	-6.275218459	-4.054022592	Erythrocytes(Bone_Marrow_Mesenchyme)
X16.104	-6.233979197	-3.683575433	Erythrocytes(Bone_Marrow_Mesenchyme)
X17.104	-6.315522643	-3.401421827	Erythrocytes(Bone_Marrow_Mesenchyme)
X18.104	-6.11653802	-3.659829181	Erythrocytes(Bone_Marrow_Mesenchyme)
X19.104	-6.164080592	-3.668414634	Erythrocytes(Bone_Marrow_Mesenchyme)
X20.104	-6.325341673	-4.253196281	Erythrocytes(Bone_Marrow_Mesenchyme)
X21.104	-6.441004248	-3.255461019	Erythrocytes(Bone_Marrow_Mesenchyme)
X22.104	-6.438790293	-3.760518116	Erythrocytes(Bone_Marrow_Mesenchyme)
X23.104	-6.420440169	-4.548425954	Erythrocytes(Bone_Marrow_Mesenchyme)
X24.104	-6.073349925	-3.833533329	Erythrocytes(Bone_Marrow_Mesenchyme)
X25.104	-6.271687479	-3.229496521	Erythrocytes(Bone_Marrow_Mesenchyme)
X26.104	-6.348544093	-4.258883279	Erythrocytes(Bone_Marrow_Mesenchyme)
X27.104	-5.705397101	-4.986419004	Erythrocytes(Bone_Marrow_Mesenchyme)
X28.104	-6.332537146	-4.681910318	Erythrocytes(Bone_Marrow_Mesenchyme)
X29.104	-6.298776598	-3.408582729	Erythrocytes(Bone_Marrow_Mesenchyme)
X30.104	-6.164450617	-3.635189813	Erythrocytes(Bone_Marrow_Mesenchyme)
X31.104	-6.578525038	-3.027502102	Erythrocytes(Bone_Marrow_Mesenchyme)
X32.104	-6.481233569	-3.216301244	Erythrocytes(Bone_Marrow_Mesenchyme)
X33.104	-6.17298028	-3.651273292	Erythrocytes(Bone_Marrow_Mesenchyme)
X34.104	-6.123572798	-5.115131181	Erythrocytes(Bone_Marrow_Mesenchyme)
X35.104	-6.408472987	-3.214222473	Erythrocytes(Bone_Marrow_Mesenchyme)
X36.104	-5.206763239	-4.627648157	Erythrocytes(Bone_Marrow_Mesenchyme)
X37.104	-6.511564703	-3.771577161	Erythrocytes(Bone_Marrow_Mesenchyme)
X38.104	-6.795251341	-5.139765066	Erythrocytes(Bone_Marrow_Mesenchyme)
X39.104	-6.443920584	-3.203326028	Erythrocytes(Bone_Marrow_Mesenchyme)
X40.104	-6.332998724	-4.532384676	Erythrocytes(Bone_Marrow_Mesenchyme)
X41.104	-6.233019801	-3.695292038	Erythrocytes(Bone_Marrow_Mesenchyme)
X42.104	-6.266681643	-3.243462366	Erythrocytes(Bone_Marrow_Mesenchyme)
X43.104	-5.184301825	-4.743417066	Erythrocytes(Bone_Marrow_Mesenchyme)
X44.104	-6.250506373	-3.559949916	Erythrocytes(Bone_Marrow_Mesenchyme)
X45.104	-6.198259802	-4.725206178	Erythrocytes(Bone_Marrow_Mesenchyme)
X46.104	-6.173475237	-3.673790496	Erythrocytes(Bone_Marrow_Mesenchyme)
X47.104	-6.528555365	-3.653255743	Erythrocytes(Bone_Marrow_Mesenchyme)
X48.104	-5.852819891	-4.6317604	Erythrocytes(Bone_Marrow_Mesenchyme)
X49.104	-6.066289874	-3.756673616	Erythrocytes(Bone_Marrow_Mesenchyme)
X0.106	-1.314375849	-2.553918642	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X1.105	-1.102340789	-2.12195484	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X2.105	-1.275520893	-2.345734161	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X3.105	-2.29742095	-3.298273843	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X4.105	-1.132383676	-1.902937692	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X5.105	-0.82841012	-2.457944673	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X6.105	-0.803420277	-2.358401579	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X7.105	-1.315552803	-2.263793391	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X8.105	-1.012854667	-2.660526556	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X9.105	-1.277249189	-2.414897245	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X10.105	-0.959705503	-2.470453781	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X11.105	-1.2058917	-2.400372308	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X12.105	-0.727820011	-2.360715192	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X13.105	-1.252068372	-2.838354152	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X14.105	-0.769834848	-2.286780637	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X15.105	-1.359874936	-2.674109739	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X16.105	-0.906150313	-2.053927582	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X17.105	-4.09755704	-4.302047056	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X18.105	-1.398326607	-2.495441955	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X19.105	-0.895762177	-1.816042942	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X20.105	-1.173718901	-2.555594486	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X21.105	-1.123377653	-2.045227688	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X22.105	-0.898388894	-2.534358305	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X23.105	-1.155301185	-2.032943529	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X24.105	-0.772429378	-2.181537312	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X25.105	-3.288722249	-3.878244203	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X26.105	-0.808597537	-2.477318328	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X27.105	-1.166540833	-1.959691447	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X28.105	-3.219075413	-3.888878864	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X29.105	-0.792974682	-2.237826508	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X30.105	-1.011954518	-2.840738577	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X31.105	-1.17900035	-2.275838894	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X32.105	-3.993846627	-4.17929582	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X33.105	-1.217859478	-1.932486218	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X34.105	-1.128074737	-1.947782081	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X35.105	-1.038184853	-1.813971919	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X36.105	-1.127533527	-2.169277352	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X37.105	-3.401507111	-3.920221847	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X38.105	-1.208965989	-2.012663764	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X39.105	-0.824040564	-2.29990868	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X40.105	-0.999832721	-2.595648569	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X41.105	-1.268129201	-2.178897542	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X42.105	-1.000983925	-1.821814459	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X43.105	-1.243370862	-2.280743879	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X44.105	-0.770471783	-2.679320139	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X45.105	-1.230156155	-2.102100414	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X46.105	-3.444049092	-3.974781793	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X47.105	-0.980234297	-1.808781785	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X48.105	-3.719040843	-4.010720533	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X49.105	-1.341187091	-2.657554191	Stromal cell_Col1a2 high(Bone_Marrow_Mesenchyme)
X0.107	-7.220186682	-3.376282972	Neutrophil (Bone_Marrow_Mesenchyme)
X1.106	-1.287360998	-2.4967287	Neutrophil (Bone_Marrow_Mesenchyme)
X2.106	-7.451104613	-3.25536136	Neutrophil (Bone_Marrow_Mesenchyme)
X3.106	-7.492996188	-3.413716358	Neutrophil (Bone_Marrow_Mesenchyme)
X4.106	-7.335884543	-3.90653376	Neutrophil (Bone_Marrow_Mesenchyme)
X5.106	-7.668840857	-3.365040105	Neutrophil (Bone_Marrow_Mesenchyme)
X6.106	-1.142933698	-1.946118158	Neutrophil (Bone_Marrow_Mesenchyme)
X7.106	-7.090764494	-3.186453622	Neutrophil (Bone_Marrow_Mesenchyme)
X8.106	-6.918387862	0.901126701	Neutrophil (Bone_Marrow_Mesenchyme)
X9.106	-0.970598073	-2.475207609	Neutrophil (Bone_Marrow_Mesenchyme)
X10.106	-7.011203261	-3.115976614	Neutrophil (Bone_Marrow_Mesenchyme)
X11.106	-7.629412623	-2.839778703	Neutrophil (Bone_Marrow_Mesenchyme)
X12.106	-0.946948917	-2.4100676	Neutrophil (Bone_Marrow_Mesenchyme)
X13.106	-7.324527712	-3.662613195	Neutrophil (Bone_Marrow_Mesenchyme)
X14.106	-0.830908568	-2.925299209	Neutrophil (Bone_Marrow_Mesenchyme)
X15.106	-7.133004637	-3.851277631	Neutrophil (Bone_Marrow_Mesenchyme)
X16.106	-0.793621929	-2.490028185	Neutrophil (Bone_Marrow_Mesenchyme)
X17.106	-1.053790422	-1.947058362	Neutrophil (Bone_Marrow_Mesenchyme)
X18.106	-6.889840098	1.152185041	Neutrophil (Bone_Marrow_Mesenchyme)
X19.106	-0.901601346	-2.529927534	Neutrophil (Bone_Marrow_Mesenchyme)
X20.106	-7.442152472	-3.003753465	Neutrophil (Bone_Marrow_Mesenchyme)
X21.106	-7.500424834	-1.896882695	Neutrophil (Bone_Marrow_Mesenchyme)
X22.106	-7.051184626	-4.145477098	Neutrophil (Bone_Marrow_Mesenchyme)
X23.106	-7.50654933	-1.960870784	Neutrophil (Bone_Marrow_Mesenchyme)
X24.106	-7.515782805	-3.264231723	Neutrophil (Bone_Marrow_Mesenchyme)
X25.106	-8.447858305	-1.253506166	Neutrophil (Bone_Marrow_Mesenchyme)
X26.106	-1.814542742	-3.10058431	Neutrophil (Bone_Marrow_Mesenchyme)
X27.106	-7.299405547	-2.667057079	Neutrophil (Bone_Marrow_Mesenchyme)
X28.106	-7.487470122	-3.11654095	Neutrophil (Bone_Marrow_Mesenchyme)
X29.106	-1.042695137	-2.397636217	Neutrophil (Bone_Marrow_Mesenchyme)
X30.106	-7.086266013	1.597585756	Neutrophil (Bone_Marrow_Mesenchyme)
X31.106	-6.697630377	-4.577220243	Neutrophil (Bone_Marrow_Mesenchyme)
X32.106	-5.634212943	-4.601486009	Neutrophil (Bone_Marrow_Mesenchyme)
X33.106	-0.773911925	-2.747262758	Neutrophil (Bone_Marrow_Mesenchyme)
X34.106	-6.956265421	1.933193404	Neutrophil (Bone_Marrow_Mesenchyme)
X35.106	-7.450007887	-1.993359607	Neutrophil (Bone_Marrow_Mesenchyme)
X36.106	-0.844601186	-2.575791639	Neutrophil (Bone_Marrow_Mesenchyme)
X37.106	-6.173322173	-4.738072675	Neutrophil (Bone_Marrow_Mesenchyme)
X38.106	-0.933092924	-2.717550558	Neutrophil (Bone_Marrow_Mesenchyme)
X39.106	-1.049401494	-2.135183734	Neutrophil (Bone_Marrow_Mesenchyme)
X40.106	-3.279742928	-3.794308942	Neutrophil (Bone_Marrow_Mesenchyme)
X41.106	-6.47079608	0.775034982	Neutrophil (Bone_Marrow_Mesenchyme)
X42.106	-3.13085291	-3.771733564	Neutrophil (Bone_Marrow_Mesenchyme)
X43.106	-1.121971579	-1.944965643	Neutrophil (Bone_Marrow_Mesenchyme)
X44.106	-7.220220061	-3.488450807	Neutrophil (Bone_Marrow_Mesenchyme)
X45.106	-2.359037371	-3.36862759	Neutrophil (Bone_Marrow_Mesenchyme)
X46.106	-6.454946013	-3.152103466	Neutrophil (Bone_Marrow_Mesenchyme)
X47.106	-6.936846705	-3.233700317	Neutrophil (Bone_Marrow_Mesenchyme)
X48.106	-0.893144758	-2.563035291	Neutrophil (Bone_Marrow_Mesenchyme)
X49.106	-7.584530325	-2.565547985	Neutrophil (Bone_Marrow_Mesenchyme)
X0.108	-2.895925255	-3.639783901	Basophils(Bone_Marrow_Mesenchyme)
X1.107	-1.316599579	-2.987949651	Basophils(Bone_Marrow_Mesenchyme)
X2.107	-3.580349179	-3.543847841	Basophils(Bone_Marrow_Mesenchyme)
X3.107	-7.514113875	-2.201498073	Basophils(Bone_Marrow_Mesenchyme)
X4.107	-6.123300047	-3.778213543	Basophils(Bone_Marrow_Mesenchyme)
X5.107	-7.406944247	0.157184768	Basophils(Bone_Marrow_Mesenchyme)
X6.107	-7.480034323	-3.53046779	Basophils(Bone_Marrow_Mesenchyme)
X7.107	-7.613058539	-0.447528806	Basophils(Bone_Marrow_Mesenchyme)
X8.107	-7.316585513	0.486614484	Basophils(Bone_Marrow_Mesenchyme)
X9.107	-1.388611408	-2.893515152	Basophils(Bone_Marrow_Mesenchyme)
X10.107	-7.058790656	-0.137364325	Basophils(Bone_Marrow_Mesenchyme)
X11.107	-3.660239192	-3.764628214	Basophils(Bone_Marrow_Mesenchyme)
X12.107	-1.231705637	-2.35139088	Basophils(Bone_Marrow_Mesenchyme)
X13.107	-2.029689999	-3.282087606	Basophils(Bone_Marrow_Mesenchyme)
X14.107	-7.446030589	0.23410632	Basophils(Bone_Marrow_Mesenchyme)
X15.107	-6.807191821	-3.542278093	Basophils(Bone_Marrow_Mesenchyme)
X16.107	-5.5995259	-4.995484632	Basophils(Bone_Marrow_Mesenchyme)
X17.107	-8.564777823	-0.748352778	Basophils(Bone_Marrow_Mesenchyme)
X18.107	-8.139891119	-1.11027686	Basophils(Bone_Marrow_Mesenchyme)
X19.107	-7.446378203	0.475797671	Basophils(Bone_Marrow_Mesenchyme)
X20.107	-7.477795573	0.180657017	Basophils(Bone_Marrow_Mesenchyme)
X21.107	-7.624129744	-0.037727398	Basophils(Bone_Marrow_Mesenchyme)
X22.107	-5.548149558	-4.080647987	Basophils(Bone_Marrow_Mesenchyme)
X23.107	-7.30651948	-3.663312477	Basophils(Bone_Marrow_Mesenchyme)
X24.107	-7.558221789	-1.086968821	Basophils(Bone_Marrow_Mesenchyme)
X25.107	-8.029384108	-0.42419399	Basophils(Bone_Marrow_Mesenchyme)
X26.107	-7.418943377	0.111132968	Basophils(Bone_Marrow_Mesenchyme)
X27.107	-7.545731993	-0.339703568	Basophils(Bone_Marrow_Mesenchyme)
X28.107	-7.477532835	0.27575596	Basophils(Bone_Marrow_Mesenchyme)
X29.107	-7.504194708	-0.06223273	Basophils(Bone_Marrow_Mesenchyme)
X30.107	-3.915413828	7.695097643	Basophils(Bone_Marrow_Mesenchyme)
X31.107	-7.433753462	0.068920869	Basophils(Bone_Marrow_Mesenchyme)
X32.107	-7.686169596	-0.6379417	Basophils(Bone_Marrow_Mesenchyme)
X33.107	-7.333728762	-0.166189012	Basophils(Bone_Marrow_Mesenchyme)
X34.107	-7.541823836	-1.859373611	Basophils(Bone_Marrow_Mesenchyme)
X35.107	-7.507287951	-1.297835153	Basophils(Bone_Marrow_Mesenchyme)
X36.107	-7.354591341	0.331991094	Basophils(Bone_Marrow_Mesenchyme)
X37.107	-1.144478889	-2.94715504	Basophils(Bone_Marrow_Mesenchyme)
X38.107	-7.983624907	-1.071369451	Basophils(Bone_Marrow_Mesenchyme)
X39.107	-7.556465598	-2.381902259	Basophils(Bone_Marrow_Mesenchyme)
X40.107	-7.403569193	0.315305609	Basophils(Bone_Marrow_Mesenchyme)
X41.107	-7.456816645	0.059349346	Basophils(Bone_Marrow_Mesenchyme)
X42.107	-7.562633009	-0.085715991	Basophils(Bone_Marrow_Mesenchyme)
X43.107	-6.886392565	-3.638208908	Basophils(Bone_Marrow_Mesenchyme)
X44.107	-7.022387476	0.022294539	Basophils(Bone_Marrow_Mesenchyme)
X45.107	-7.302009078	-3.245068592	Basophils(Bone_Marrow_Mesenchyme)
X46.107	-7.21371934	0.008124727	Basophils(Bone_Marrow_Mesenchyme)
X47.107	-3.98203394	7.63204642	Basophils(Bone_Marrow_Mesenchyme)
X48.107	-7.466793986	0.307269651	Basophils(Bone_Marrow_Mesenchyme)
X49.107	-1.650644632	-3.035644573	Basophils(Bone_Marrow_Mesenchyme)
X0.109	-1.194788309	-2.708793443	Fibroblasts(Bone_Marrow_Mesenchyme)
X1.108	-1.145289035	-2.04863171	Fibroblasts(Bone_Marrow_Mesenchyme)
X2.108	-1.319351526	-2.050971788	Fibroblasts(Bone_Marrow_Mesenchyme)
X3.108	-0.994357617	-2.172769588	Fibroblasts(Bone_Marrow_Mesenchyme)
X4.108	-1.338698001	-2.664964717	Fibroblasts(Bone_Marrow_Mesenchyme)
X5.108	-0.663861008	-2.335255188	Fibroblasts(Bone_Marrow_Mesenchyme)
X6.108	-1.396343799	-2.096278828	Fibroblasts(Bone_Marrow_Mesenchyme)
X7.108	-1.128383966	-1.895173234	Fibroblasts(Bone_Marrow_Mesenchyme)
X8.108	-1.994164558	-3.301561159	Fibroblasts(Bone_Marrow_Mesenchyme)
X9.108	-3.530037375	-3.944814485	Fibroblasts(Bone_Marrow_Mesenchyme)
X10.108	-1.406781288	-2.216652077	Fibroblasts(Bone_Marrow_Mesenchyme)
X11.108	-1.256026001	-2.022221845	Fibroblasts(Bone_Marrow_Mesenchyme)
X12.108	-1.53857586	-2.562817377	Fibroblasts(Bone_Marrow_Mesenchyme)
X13.108	-1.301470252	-2.703157467	Fibroblasts(Bone_Marrow_Mesenchyme)
X14.108	-1.06382391	-1.950700921	Fibroblasts(Bone_Marrow_Mesenchyme)
X15.108	-1.074991317	-1.97070722	Fibroblasts(Bone_Marrow_Mesenchyme)
X16.108	-1.005898209	-2.132606667	Fibroblasts(Bone_Marrow_Mesenchyme)
X17.108	-1.287930937	-2.350881618	Fibroblasts(Bone_Marrow_Mesenchyme)
X18.108	-0.965916427	-2.472037357	Fibroblasts(Bone_Marrow_Mesenchyme)
X19.108	-1.234833808	-2.216809076	Fibroblasts(Bone_Marrow_Mesenchyme)
X20.108	-1.209483476	-2.095390838	Fibroblasts(Bone_Marrow_Mesenchyme)
X21.108	-1.369256826	-2.301718038	Fibroblasts(Bone_Marrow_Mesenchyme)
X22.108	-1.093222113	-1.843786639	Fibroblasts(Bone_Marrow_Mesenchyme)
X23.108	-1.269643636	-2.101567906	Fibroblasts(Bone_Marrow_Mesenchyme)
X24.108	-1.260906072	-2.132561606	Fibroblasts(Bone_Marrow_Mesenchyme)
X25.108	-1.020107956	-1.821401518	Fibroblasts(Bone_Marrow_Mesenchyme)
X26.108	-1.095439167	-1.901599091	Fibroblasts(Bone_Marrow_Mesenchyme)
X27.108	-1.057582946	-1.939121407	Fibroblasts(Bone_Marrow_Mesenchyme)
X28.108	-1.149949403	-2.922817272	Fibroblasts(Bone_Marrow_Mesenchyme)
X29.108	-1.176698776	-2.088725251	Fibroblasts(Bone_Marrow_Mesenchyme)
X30.108	-1.242614122	-2.167621177	Fibroblasts(Bone_Marrow_Mesenchyme)
X31.108	-0.91190538	-2.377125782	Fibroblasts(Bone_Marrow_Mesenchyme)
X32.108	-0.866231473	-2.544596475	Fibroblasts(Bone_Marrow_Mesenchyme)
X33.108	-0.977380426	-2.649302524	Fibroblasts(Bone_Marrow_Mesenchyme)
X34.108	-1.113193484	-1.944038313	Fibroblasts(Bone_Marrow_Mesenchyme)
X35.108	-1.205478521	-2.52970342	Fibroblasts(Bone_Marrow_Mesenchyme)
X36.108	-0.993364068	-1.939514679	Fibroblasts(Bone_Marrow_Mesenchyme)
X37.108	-1.19930789	-2.328374666	Fibroblasts(Bone_Marrow_Mesenchyme)
X38.108	-0.994650813	-2.107855123	Fibroblasts(Bone_Marrow_Mesenchyme)
X39.108	-0.834961446	-2.56770162	Fibroblasts(Bone_Marrow_Mesenchyme)
X40.108	-0.849751921	-2.546095413	Fibroblasts(Bone_Marrow_Mesenchyme)
X41.108	-1.18398139	-1.951668542	Fibroblasts(Bone_Marrow_Mesenchyme)
